/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 66,356,800
  scalars                 : 18
  total                   : 103,056,978
Estimated FLOPs per token: 4.826822e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011199 | lrm: 0.00 | dt: 36298ms | tok/sec: 5,416 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011270 | lrm: 0.00 | dt: 264ms | tok/sec: 743,628 | mfu: 36.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011259 | lrm: 0.00 | dt: 123ms | tok/sec: 1,596,333 | mfu: 77.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011271 | lrm: 0.00 | dt: 125ms | tok/sec: 1,566,901 | mfu: 76.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011274 | lrm: 0.00 | dt: 125ms | tok/sec: 1,568,084 | mfu: 76.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011242 | lrm: 0.00 | dt: 127ms | tok/sec: 1,546,426 | mfu: 75.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011244 | lrm: 0.00 | dt: 127ms | tok/sec: 1,543,408 | mfu: 75.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011249 | lrm: 0.00 | dt: 127ms | tok/sec: 1,547,352 | mfu: 75.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011246 | lrm: 0.00 | dt: 127ms | tok/sec: 1,550,351 | mfu: 75.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011239 | lrm: 0.00 | dt: 128ms | tok/sec: 1,537,832 | mfu: 75.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011267 | lrm: 0.00 | dt: 129ms | tok/sec: 1,527,088 | mfu: 74.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011267 | lrm: 0.00 | dt: 124ms | tok/sec: 1,586,679 | mfu: 77.4% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 9.011268 | lrm: 0.02 | dt: 134ms | tok/sec: 1,466,988 | mfu: 71.6% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 9.008258 | lrm: 0.04 | dt: 132ms | tok/sec: 1,494,849 | mfu: 72.9% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 8.999502 | lrm: 0.06 | dt: 136ms | tok/sec: 1,449,400 | mfu: 70.7% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 8.980041 | lrm: 0.09 | dt: 139ms | tok/sec: 1,418,146 | mfu: 69.2% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 8.938744 | lrm: 0.11 | dt: 140ms | tok/sec: 1,401,120 | mfu: 68.3% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 8.848658 | lrm: 0.13 | dt: 136ms | tok/sec: 1,450,168 | mfu: 70.7% | epoch: 1 | remaining: 299s    
step 00142 (6.1%) | loss: 3.893672 | lrm: 1.00 | dt: 141ms | tok/sec: 1,394,616 | mfu: 68.0% | epoch: 1 | remaining: 282s    
step 00143 (6.1%) | loss: 3.884220 | lrm: 1.00 | dt: 138ms | tok/sec: 1,423,328 | mfu: 69.4% | epoch: 1 | remaining: 282s    
step 00144 (6.2%) | loss: 3.873324 | lrm: 1.00 | dt: 139ms | tok/sec: 1,419,449 | mfu: 69.2% | epoch: 1 | remaining: 281s    
step 00145 (6.2%) | loss: 3.866730 | lrm: 1.00 | dt: 138ms | tok/sec: 1,421,755 | mfu: 69.4% | epoch: 1 | remaining: 281s    
step 00146 (6.3%) | loss: 3.859836 | lrm: 1.00 | dt: 137ms | tok/sec: 1,436,066 | mfu: 70.1% | epoch: 1 | remaining: 281s    
step 00147 (6.3%) | loss: 3.856024 | lrm: 1.00 | dt: 137ms | tok/sec: 1,433,123 | mfu: 69.9% | epoch: 1 | remaining: 281s    
step 00148 (6.3%) | loss: 3.848103 | lrm: 1.00 | dt: 138ms | tok/sec: 1,428,743 | mfu: 69.7% | epoch: 1 | remaining: 281s    
step 00149 (6.4%) | loss: 3.836981 | lrm: 1.00 | dt: 137ms | tok/sec: 1,435,861 | mfu: 70.0% | epoch: 1 | remaining: 281s    
step 00150 (6.4%) | loss: 3.824971 | lrm: 1.00 | dt: 137ms | tok/sec: 1,439,950 | mfu: 70.2% | epoch: 1 | remaining: 281s    
step 00151 (6.5%) | loss: 3.822449 | lrm: 1.00 | dt: 139ms | tok/sec: 1,417,254 | mfu: 69.1% | epoch: 1 | remaining: 280s    
step 00152 (6.5%) | loss: 3.812196 | lrm: 1.00 | dt: 140ms | tok/sec: 1,400,830 | mfu: 68.3% | epoch: 1 | remaining: 280s    
step 00153 (6.6%) | loss: 3.805403 | lrm: 1.00 | dt: 141ms | tok/sec: 1,399,066 | mfu: 68.2% | epoch: 1 | remaining: 280s    
step 00154 (6.6%) | loss: 3.799774 | lrm: 1.00 | dt: 140ms | tok/sec: 1,405,157 | mfu: 68.5% | epoch: 1 | remaining: 280s    
step 00155 (6.7%) | loss: 3.786279 | lrm: 1.00 | dt: 137ms | tok/sec: 1,434,597 | mfu: 70.0% | epoch: 1 | remaining: 280s    
step 00156 (6.7%) | loss: 3.775503 | lrm: 1.00 | dt: 140ms | tok/sec: 1,399,544 | mfu: 68.3% | epoch: 1 | remaining: 280s    
step 00157 (6.8%) | loss: 3.767343 | lrm: 1.00 | dt: 139ms | tok/sec: 1,411,521 | mfu: 68.9% | epoch: 1 | remaining: 280s    
step 00158 (6.8%) | loss: 3.763096 | lrm: 1.00 | dt: 139ms | tok/sec: 1,409,789 | mfu: 68.8% | epoch: 1 | remaining: 279s    
step 00159 (6.9%) | loss: 3.759030 | lrm: 1.00 | dt: 139ms | tok/sec: 1,418,341 | mfu: 69.2% | epoch: 1 | remaining: 279s    
step 00160 (6.9%) | loss: 3.748611 | lrm: 1.00 | dt: 137ms | tok/sec: 1,430,711 | mfu: 69.8% | epoch: 1 | remaining: 279s    
step 00161 (6.9%) | loss: 3.742514 | lrm: 1.00 | dt: 138ms | tok/sec: 1,421,162 | mfu: 69.3% | epoch: 1 | remaining: 279s    
step 00162 (7.0%) | loss: 3.735025 | lrm: 1.00 | dt: 136ms | tok/sec: 1,443,838 | mfu: 70.4% | epoch: 1 | remaining: 279s    
step 00163 (7.0%) | loss: 3.729516 | lrm: 1.00 | dt: 134ms | tok/sec: 1,470,939 | mfu: 71.8% | epoch: 1 | remaining: 279s    
step 00164 (7.1%) | loss: 3.722827 | lrm: 1.00 | dt: 142ms | tok/sec: 1,383,233 | mfu: 67.5% | epoch: 1 | remaining: 279s    
step 00165 (7.1%) | loss: 3.716375 | lrm: 1.00 | dt: 137ms | tok/sec: 1,433,661 | mfu: 69.9% | epoch: 1 | remaining: 278s    
step 00166 (7.2%) | loss: 3.711420 | lrm: 1.00 | dt: 138ms | tok/sec: 1,423,927 | mfu: 69.5% | epoch: 1 | remaining: 278s    
step 00167 (7.2%) | loss: 3.707897 | lrm: 1.00 | dt: 139ms | tok/sec: 1,409,987 | mfu: 68.8% | epoch: 1 | remaining: 278s    
step 00168 (7.3%) | loss: 3.697580 | lrm: 1.00 | dt: 139ms | tok/sec: 1,414,876 | mfu: 69.0% | epoch: 1 | remaining: 278s    
step 00169 (7.3%) | loss: 3.690478 | lrm: 1.00 | dt: 136ms | tok/sec: 1,444,207 | mfu: 70.4% | epoch: 1 | remaining: 278s    
step 00170 (7.4%) | loss: 3.687921 | lrm: 1.00 | dt: 136ms | tok/sec: 1,441,942 | mfu: 70.3% | epoch: 1 | remaining: 278s    
step 00171 (7.4%) | loss: 3.677245 | lrm: 1.00 | dt: 136ms | tok/sec: 1,444,958 | mfu: 70.5% | epoch: 1 | remaining: 278s    
step 00172 (7.5%) | loss: 3.670012 | lrm: 1.00 | dt: 140ms | tok/sec: 1,408,258 | mfu: 68.7% | epoch: 1 | remaining: 278s    
step 00173 (7.5%) | loss: 3.666475 | lrm: 0.99 | dt: 136ms | tok/sec: 1,443,411 | mfu: 70.4% | epoch: 1 | remaining: 277s    
step 00174 (7.5%) | loss: 3.659400 | lrm: 0.99 | dt: 138ms | tok/sec: 1,427,573 | mfu: 69.6% | epoch: 1 | remaining: 277s    
step 00175 (7.6%) | loss: 3.645786 | lrm: 0.99 | dt: 140ms | tok/sec: 1,402,774 | mfu: 68.4% | epoch: 1 | remaining: 277s    
step 00176 (7.6%) | loss: 3.644582 | lrm: 0.99 | dt: 138ms | tok/sec: 1,427,905 | mfu: 69.7% | epoch: 1 | remaining: 277s    
step 00177 (7.7%) | loss: 3.645194 | lrm: 0.99 | dt: 137ms | tok/sec: 1,435,736 | mfu: 70.0% | epoch: 1 | remaining: 277s    
step 00178 (7.7%) | loss: 3.642853 | lrm: 0.99 | dt: 137ms | tok/sec: 1,437,179 | mfu: 70.1% | epoch: 1 | remaining: 277s    
step 00179 (7.8%) | loss: 3.636881 | lrm: 0.99 | dt: 138ms | tok/sec: 1,426,887 | mfu: 69.6% | epoch: 1 | remaining: 277s    
step 00180 (7.8%) | loss: 3.635480 | lrm: 0.99 | dt: 136ms | tok/sec: 1,450,313 | mfu: 70.7% | epoch: 1 | remaining: 276s    
step 00181 (7.9%) | loss: 3.628799 | lrm: 0.99 | dt: 136ms | tok/sec: 1,440,516 | mfu: 70.3% | epoch: 1 | remaining: 276s    
step 00182 (7.9%) | loss: 3.626636 | lrm: 0.99 | dt: 137ms | tok/sec: 1,430,813 | mfu: 69.8% | epoch: 1 | remaining: 276s    
step 00183 (8.0%) | loss: 3.624300 | lrm: 0.99 | dt: 140ms | tok/sec: 1,406,711 | mfu: 68.6% | epoch: 1 | remaining: 276s    
step 00184 (8.0%) | loss: 3.622762 | lrm: 0.99 | dt: 138ms | tok/sec: 1,422,235 | mfu: 69.4% | epoch: 1 | remaining: 276s    
step 00185 (8.1%) | loss: 3.616321 | lrm: 0.99 | dt: 138ms | tok/sec: 1,426,413 | mfu: 69.6% | epoch: 1 | remaining: 276s    
step 00186 (8.1%) | loss: 3.614642 | lrm: 0.99 | dt: 137ms | tok/sec: 1,434,020 | mfu: 70.0% | epoch: 1 | remaining: 276s    
step 00187 (8.1%) | loss: 3.609659 | lrm: 0.99 | dt: 138ms | tok/sec: 1,425,831 | mfu: 69.6% | epoch: 1 | remaining: 275s    
step 00188 (8.2%) | loss: 3.604016 | lrm: 0.99 | dt: 135ms | tok/sec: 1,460,570 | mfu: 71.2% | epoch: 1 | remaining: 275s    
step 00189 (8.2%) | loss: 3.594998 | lrm: 0.99 | dt: 139ms | tok/sec: 1,416,862 | mfu: 69.1% | epoch: 1 | remaining: 275s    
step 00190 (8.3%) | loss: 3.598090 | lrm: 0.99 | dt: 137ms | tok/sec: 1,435,181 | mfu: 70.0% | epoch: 1 | remaining: 275s    
step 00191 (8.3%) | loss: 3.594976 | lrm: 0.99 | dt: 139ms | tok/sec: 1,414,752 | mfu: 69.0% | epoch: 1 | remaining: 275s    
step 00192 (8.4%) | loss: 3.580321 | lrm: 0.99 | dt: 135ms | tok/sec: 1,456,849 | mfu: 71.1% | epoch: 1 | remaining: 275s    
step 00193 (8.4%) | loss: 3.574289 | lrm: 0.99 | dt: 137ms | tok/sec: 1,436,914 | mfu: 70.1% | epoch: 1 | remaining: 275s    
step 00194 (8.5%) | loss: 3.572099 | lrm: 0.98 | dt: 137ms | tok/sec: 1,432,339 | mfu: 69.9% | epoch: 1 | remaining: 274s    
step 00195 (8.5%) | loss: 3.574100 | lrm: 0.98 | dt: 137ms | tok/sec: 1,434,080 | mfu: 70.0% | epoch: 1 | remaining: 274s    
step 00196 (8.6%) | loss: 3.565365 | lrm: 0.98 | dt: 136ms | tok/sec: 1,442,287 | mfu: 70.4% | epoch: 1 | remaining: 274s    
step 00197 (8.6%) | loss: 3.561572 | lrm: 0.98 | dt: 140ms | tok/sec: 1,409,343 | mfu: 68.7% | epoch: 1 | remaining: 274s    
step 00198 (8.6%) | loss: 3.557314 | lrm: 0.98 | dt: 139ms | tok/sec: 1,416,297 | mfu: 69.1% | epoch: 1 | remaining: 274s    
step 00199 (8.7%) | loss: 3.554739 | lrm: 0.98 | dt: 137ms | tok/sec: 1,434,894 | mfu: 70.0% | epoch: 1 | remaining: 274s    
step 00200 (8.7%) | loss: 3.549947 | lrm: 0.98 | dt: 136ms | tok/sec: 1,441,410 | mfu: 70.3% | epoch: 1 | remaining: 274s    
step 00201 (8.8%) | loss: 3.549573 | lrm: 0.98 | dt: 136ms | tok/sec: 1,440,627 | mfu: 70.3% | epoch: 1 | remaining: 274s    
step 00202 (8.8%) | loss: 3.547578 | lrm: 0.98 | dt: 137ms | tok/sec: 1,431,824 | mfu: 69.8% | epoch: 1 | remaining: 273s    
step 00203 (8.9%) | loss: 3.542947 | lrm: 0.98 | dt: 135ms | tok/sec: 1,459,417 | mfu: 71.2% | epoch: 1 | remaining: 273s    
step 00204 (8.9%) | loss: 3.541815 | lrm: 0.98 | dt: 138ms | tok/sec: 1,421,226 | mfu: 69.3% | epoch: 1 | remaining: 273s    
step 00205 (9.0%) | loss: 3.537912 | lrm: 0.98 | dt: 138ms | tok/sec: 1,426,339 | mfu: 69.6% | epoch: 1 | remaining: 273s    
step 00206 (9.0%) | loss: 3.541338 | lrm: 0.98 | dt: 138ms | tok/sec: 1,426,667 | mfu: 69.6% | epoch: 1 | remaining: 273s    
step 00207 (9.1%) | loss: 3.543175 | lrm: 0.98 | dt: 137ms | tok/sec: 1,430,585 | mfu: 69.8% | epoch: 1 | remaining: 273s    
step 00208 (9.1%) | loss: 3.545534 | lrm: 0.98 | dt: 136ms | tok/sec: 1,447,518 | mfu: 70.6% | epoch: 1 | remaining: 273s    
step 00209 (9.1%) | loss: 3.538647 | lrm: 0.98 | dt: 135ms | tok/sec: 1,457,488 | mfu: 71.1% | epoch: 1 | remaining: 272s    
step 00210 (9.2%) | loss: 3.528158 | lrm: 0.98 | dt: 136ms | tok/sec: 1,449,515 | mfu: 70.7% | epoch: 1 | remaining: 272s    
step 00211 (9.2%) | loss: 3.522894 | lrm: 0.98 | dt: 140ms | tok/sec: 1,402,383 | mfu: 68.4% | epoch: 1 | remaining: 272s    
step 00212 (9.3%) | loss: 3.513335 | lrm: 0.98 | dt: 138ms | tok/sec: 1,420,609 | mfu: 69.3% | epoch: 1 | remaining: 272s    
step 00213 (9.3%) | loss: 3.513567 | lrm: 0.98 | dt: 137ms | tok/sec: 1,432,966 | mfu: 69.9% | epoch: 1 | remaining: 272s    
step 00214 (9.4%) | loss: 3.507340 | lrm: 0.97 | dt: 136ms | tok/sec: 1,443,090 | mfu: 70.4% | epoch: 1 | remaining: 272s    
step 00215 (9.4%) | loss: 3.505181 | lrm: 0.97 | dt: 137ms | tok/sec: 1,439,116 | mfu: 70.2% | epoch: 1 | remaining: 272s    
step 00216 (9.5%) | loss: 3.505896 | lrm: 0.97 | dt: 136ms | tok/sec: 1,445,901 | mfu: 70.5% | epoch: 1 | remaining: 271s    
step 00217 (9.5%) | loss: 3.500970 | lrm: 0.97 | dt: 135ms | tok/sec: 1,451,480 | mfu: 70.8% | epoch: 1 | remaining: 271s    
step 00218 (9.6%) | loss: 3.493102 | lrm: 0.97 | dt: 139ms | tok/sec: 1,417,118 | mfu: 69.1% | epoch: 1 | remaining: 271s    
step 00219 (9.6%) | loss: 3.494262 | lrm: 0.97 | dt: 139ms | tok/sec: 1,417,322 | mfu: 69.1% | epoch: 1 | remaining: 271s    
step 00220 (9.7%) | loss: 3.491276 | lrm: 0.97 | dt: 138ms | tok/sec: 1,428,592 | mfu: 69.7% | epoch: 1 | remaining: 271s    
step 00221 (9.7%) | loss: 3.490047 | lrm: 0.97 | dt: 138ms | tok/sec: 1,429,204 | mfu: 69.7% | epoch: 1 | remaining: 271s    
step 00222 (9.7%) | loss: 3.487784 | lrm: 0.97 | dt: 136ms | tok/sec: 1,450,930 | mfu: 70.8% | epoch: 1 | remaining: 271s    
step 00223 (9.8%) | loss: 3.482643 | lrm: 0.97 | dt: 135ms | tok/sec: 1,453,362 | mfu: 70.9% | epoch: 1 | remaining: 271s    
step 00224 (9.8%) | loss: 3.476399 | lrm: 0.97 | dt: 139ms | tok/sec: 1,419,188 | mfu: 69.2% | epoch: 1 | remaining: 270s    
step 00225 (9.9%) | loss: 3.477316 | lrm: 0.97 | dt: 137ms | tok/sec: 1,435,963 | mfu: 70.0% | epoch: 1 | remaining: 270s    
step 00226 (9.9%) | loss: 3.471320 | lrm: 0.97 | dt: 138ms | tok/sec: 1,423,787 | mfu: 69.5% | epoch: 1 | remaining: 270s    
step 00227 (10.0%) | loss: 3.466014 | lrm: 0.97 | dt: 137ms | tok/sec: 1,435,606 | mfu: 70.0% | epoch: 1 | remaining: 270s    
step 00228 (10.0%) | loss: 3.467517 | lrm: 0.97 | dt: 136ms | tok/sec: 1,440,788 | mfu: 70.3% | epoch: 1 | remaining: 270s    
step 00229 (10.1%) | loss: 3.472718 | lrm: 0.97 | dt: 136ms | tok/sec: 1,448,318 | mfu: 70.6% | epoch: 1 | remaining: 270s    
step 00230 (10.1%) | loss: 3.462961 | lrm: 0.97 | dt: 135ms | tok/sec: 1,459,412 | mfu: 71.2% | epoch: 1 | remaining: 270s    
step 00231 (10.2%) | loss: 3.469182 | lrm: 0.97 | dt: 138ms | tok/sec: 1,422,081 | mfu: 69.4% | epoch: 1 | remaining: 269s    
step 00232 (10.2%) | loss: 3.466701 | lrm: 0.97 | dt: 137ms | tok/sec: 1,432,041 | mfu: 69.9% | epoch: 1 | remaining: 269s    
step 00233 (10.2%) | loss: 3.463646 | lrm: 0.97 | dt: 136ms | tok/sec: 1,445,227 | mfu: 70.5% | epoch: 1 | remaining: 269s    
step 00234 (10.3%) | loss: 3.463222 | lrm: 0.97 | dt: 136ms | tok/sec: 1,440,914 | mfu: 70.3% | epoch: 1 | remaining: 269s    
step 00235 (10.3%) | loss: 3.461418 | lrm: 0.96 | dt: 137ms | tok/sec: 1,433,873 | mfu: 69.9% | epoch: 1 | remaining: 269s    
step 00236 (10.4%) | loss: 3.455241 | lrm: 0.96 | dt: 134ms | tok/sec: 1,463,367 | mfu: 71.4% | epoch: 1 | remaining: 269s    
step 00237 (10.4%) | loss: 3.451970 | lrm: 0.96 | dt: 138ms | tok/sec: 1,429,779 | mfu: 69.7% | epoch: 1 | remaining: 269s    
step 00238 (10.5%) | loss: 3.449957 | lrm: 0.96 | dt: 139ms | tok/sec: 1,412,593 | mfu: 68.9% | epoch: 1 | remaining: 268s    
step 00239 (10.5%) | loss: 3.444926 | lrm: 0.96 | dt: 138ms | tok/sec: 1,422,304 | mfu: 69.4% | epoch: 1 | remaining: 268s    
step 00240 (10.6%) | loss: 3.437541 | lrm: 0.96 | dt: 137ms | tok/sec: 1,437,693 | mfu: 70.1% | epoch: 1 | remaining: 268s    
step 00241 (10.6%) | loss: 3.437967 | lrm: 0.96 | dt: 135ms | tok/sec: 1,454,380 | mfu: 70.9% | epoch: 1 | remaining: 268s    
step 00242 (10.7%) | loss: 3.438614 | lrm: 0.96 | dt: 138ms | tok/sec: 1,425,705 | mfu: 69.5% | epoch: 1 | remaining: 268s    
step 00243 (10.7%) | loss: 3.436992 | lrm: 0.96 | dt: 133ms | tok/sec: 1,474,147 | mfu: 71.9% | epoch: 1 | remaining: 268s    
step 00244 (10.7%) | loss: 3.432491 | lrm: 0.96 | dt: 138ms | tok/sec: 1,429,573 | mfu: 69.7% | epoch: 1 | remaining: 268s    
step 00245 (10.8%) | loss: 3.430622 | lrm: 0.96 | dt: 136ms | tok/sec: 1,446,205 | mfu: 70.5% | epoch: 1 | remaining: 267s    
step 00246 (10.8%) | loss: 3.424536 | lrm: 0.96 | dt: 134ms | tok/sec: 1,468,116 | mfu: 71.6% | epoch: 1 | remaining: 267s    
step 00247 (10.9%) | loss: 3.418434 | lrm: 0.96 | dt: 136ms | tok/sec: 1,446,799 | mfu: 70.6% | epoch: 1 | remaining: 267s    
step 00248 (10.9%) | loss: 3.418842 | lrm: 0.96 | dt: 139ms | tok/sec: 1,411,447 | mfu: 68.9% | epoch: 1 | remaining: 267s    
step 00249 (11.0%) | loss: 3.417288 | lrm: 0.96 | dt: 136ms | tok/sec: 1,445,777 | mfu: 70.5% | epoch: 1 | remaining: 267s    
step 00250 (11.0%) | loss: 3.417012 | lrm: 0.96 | dt: 136ms | tok/sec: 1,441,763 | mfu: 70.3% | epoch: 1 | remaining: 267s    
step 00251 (11.1%) | loss: 3.416874 | lrm: 0.96 | dt: 137ms | tok/sec: 1,435,861 | mfu: 70.0% | epoch: 1 | remaining: 267s    
step 00252 (11.1%) | loss: 3.416554 | lrm: 0.96 | dt: 135ms | tok/sec: 1,453,877 | mfu: 70.9% | epoch: 1 | remaining: 267s    
step 00253 (11.2%) | loss: 3.414189 | lrm: 0.96 | dt: 136ms | tok/sec: 1,449,543 | mfu: 70.7% | epoch: 1 | remaining: 266s    
step 00254 (11.2%) | loss: 3.418046 | lrm: 0.96 | dt: 136ms | tok/sec: 1,445,647 | mfu: 70.5% | epoch: 1 | remaining: 266s    
step 00255 (11.2%) | loss: 3.417731 | lrm: 0.96 | dt: 137ms | tok/sec: 1,433,781 | mfu: 69.9% | epoch: 1 | remaining: 266s    
step 00256 (11.3%) | loss: 3.415344 | lrm: 0.95 | dt: 136ms | tok/sec: 1,440,453 | mfu: 70.3% | epoch: 1 | remaining: 266s    
step 00257 (11.3%) | loss: 3.419914 | lrm: 0.95 | dt: 134ms | tok/sec: 1,464,240 | mfu: 71.4% | epoch: 1 | remaining: 266s    
step 00258 (11.4%) | loss: 3.418262 | lrm: 0.95 | dt: 136ms | tok/sec: 1,440,737 | mfu: 70.3% | epoch: 1 | remaining: 266s    
step 00259 (11.4%) | loss: 3.412030 | lrm: 0.95 | dt: 134ms | tok/sec: 1,471,740 | mfu: 71.8% | epoch: 1 | remaining: 266s    
step 00260 (11.5%) | loss: 3.408287 | lrm: 0.95 | dt: 137ms | tok/sec: 1,434,999 | mfu: 70.0% | epoch: 1 | remaining: 265s    
step 00261 (11.5%) | loss: 3.406207 | lrm: 0.95 | dt: 136ms | tok/sec: 1,446,101 | mfu: 70.5% | epoch: 1 | remaining: 265s    
step 00262 (11.6%) | loss: 3.404607 | lrm: 0.95 | dt: 136ms | tok/sec: 1,442,360 | mfu: 70.4% | epoch: 1 | remaining: 265s    
step 00263 (11.6%) | loss: 3.404141 | lrm: 0.95 | dt: 134ms | tok/sec: 1,465,697 | mfu: 71.5% | epoch: 1 | remaining: 265s    
step 00264 (11.7%) | loss: 3.399683 | lrm: 0.95 | dt: 136ms | tok/sec: 1,443,236 | mfu: 70.4% | epoch: 1 | remaining: 265s    
step 00265 (11.7%) | loss: 3.394844 | lrm: 0.95 | dt: 139ms | tok/sec: 1,412,399 | mfu: 68.9% | epoch: 1 | remaining: 265s    
step 00266 (11.7%) | loss: 3.397027 | lrm: 0.95 | dt: 136ms | tok/sec: 1,441,206 | mfu: 70.3% | epoch: 1 | remaining: 265s    
step 00267 (11.8%) | loss: 3.391964 | lrm: 0.95 | dt: 136ms | tok/sec: 1,447,281 | mfu: 70.6% | epoch: 1 | remaining: 265s    
step 00268 (11.8%) | loss: 3.389573 | lrm: 0.95 | dt: 137ms | tok/sec: 1,436,423 | mfu: 70.1% | epoch: 1 | remaining: 264s    
step 00269 (11.9%) | loss: 3.392099 | lrm: 0.95 | dt: 134ms | tok/sec: 1,466,171 | mfu: 71.5% | epoch: 1 | remaining: 264s    
step 00270 (11.9%) | loss: 3.386647 | lrm: 0.95 | dt: 137ms | tok/sec: 1,433,352 | mfu: 69.9% | epoch: 1 | remaining: 264s    
step 00271 (12.0%) | loss: 3.380280 | lrm: 0.95 | dt: 137ms | tok/sec: 1,434,265 | mfu: 70.0% | epoch: 1 | remaining: 264s    
step 00272 (12.0%) | loss: 3.376410 | lrm: 0.95 | dt: 138ms | tok/sec: 1,426,447 | mfu: 69.6% | epoch: 1 | remaining: 264s    
step 00273 (12.1%) | loss: 3.371684 | lrm: 0.95 | dt: 136ms | tok/sec: 1,442,900 | mfu: 70.4% | epoch: 1 | remaining: 264s    
step 00274 (12.1%) | loss: 3.367140 | lrm: 0.95 | dt: 135ms | tok/sec: 1,461,492 | mfu: 71.3% | epoch: 1 | remaining: 264s    
step 00275 (12.2%) | loss: 3.364742 | lrm: 0.95 | dt: 139ms | tok/sec: 1,412,356 | mfu: 68.9% | epoch: 1 | remaining: 263s    
step 00276 (12.2%) | loss: 3.366148 | lrm: 0.95 | dt: 137ms | tok/sec: 1,436,078 | mfu: 70.1% | epoch: 1 | remaining: 263s    
step 00277 (12.2%) | loss: 3.358956 | lrm: 0.94 | dt: 138ms | tok/sec: 1,420,457 | mfu: 69.3% | epoch: 1 | remaining: 263s    
step 00278 (12.3%) | loss: 3.347241 | lrm: 0.94 | dt: 137ms | tok/sec: 1,432,202 | mfu: 69.9% | epoch: 1 | remaining: 263s    
step 00279 (12.3%) | loss: 3.339502 | lrm: 0.94 | dt: 135ms | tok/sec: 1,458,245 | mfu: 71.1% | epoch: 1 | remaining: 263s    
step 00280 (12.4%) | loss: 3.336099 | lrm: 0.94 | dt: 138ms | tok/sec: 1,427,677 | mfu: 69.6% | epoch: 1 | remaining: 263s    
step 00281 (12.4%) | loss: 3.332588 | lrm: 0.94 | dt: 136ms | tok/sec: 1,449,961 | mfu: 70.7% | epoch: 1 | remaining: 263s    
step 00282 (12.5%) | loss: 3.335062 | lrm: 0.94 | dt: 135ms | tok/sec: 1,453,040 | mfu: 70.9% | epoch: 1 | remaining: 262s    
step 00283 (12.5%) | loss: 3.334843 | lrm: 0.94 | dt: 140ms | tok/sec: 1,408,390 | mfu: 68.7% | epoch: 1 | remaining: 262s    
step 00284 (12.6%) | loss: 3.335409 | lrm: 0.94 | dt: 138ms | tok/sec: 1,427,588 | mfu: 69.6% | epoch: 1 | remaining: 262s    
step 00285 (12.6%) | loss: 3.339272 | lrm: 0.94 | dt: 137ms | tok/sec: 1,431,854 | mfu: 69.8% | epoch: 1 | remaining: 262s    
step 00286 (12.7%) | loss: 3.337165 | lrm: 0.94 | dt: 135ms | tok/sec: 1,459,626 | mfu: 71.2% | epoch: 1 | remaining: 262s    
step 00287 (12.7%) | loss: 3.331803 | lrm: 0.94 | dt: 143ms | tok/sec: 1,370,278 | mfu: 66.8% | epoch: 1 | remaining: 262s    
step 00288 (12.7%) | loss: 3.334720 | lrm: 0.94 | dt: 131ms | tok/sec: 1,504,539 | mfu: 73.4% | epoch: 1 | remaining: 262s    
step 00289 (12.8%) | loss: 3.339213 | lrm: 0.94 | dt: 162ms | tok/sec: 1,213,671 | mfu: 59.2% | epoch: 1 | remaining: 261s    
